zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
2,1,9@a,II,I,9 ?,9alpha,ZII.GI.R 9 ?,G,None,450,250,0,NOSE,Roche du ras du Fourca,,,,Me,1009642.643,1908301.138,2173,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR9@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,1,1C,X,I,1C,1C,ZX.GI.R 1C,S,A,740,330,0,NS,,,,,Me,1009437.627,1909245.201,2305.91,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1C.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1C\P7060257.JPG
2,1,14@e,II,I,14 ?,14epsilon,ZII.GI.R 14 ?,GS,PB,60,30,0,NOSE,Roche du cercle entre les deux corniformes,,,,Me,1009493.13,1908417.829,2178.67,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR14@e.gif,D:\Base de donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR14@e\454 ZII.GI.R14 epsilon.JPG
2,1,4,II,I,4,4,ZII.GI.R 4,G,A,0,0,0,EO,Roche au grand troupeau de corniformes,,,,Me,1009798.726,1908332.633,2162.47,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR4.gif,D:\Base de Donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR4\XII page 22-03.jpg
1,1,2@d,I,I,2 ?,2delta,ZI.GI.R 2 ?,GS,None,300,120,0,NS,Roche de la gouttière noire et violette,,,,Me,1010756.133,1908531.273,2083.98,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR2@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
2,1,7,II,I,7,7,ZII.GI.R 7,G,D,0,0,0,EO,Roche des cornes sinueuses emboîtant un corniforme,,,,Me,1009737.737,1908305.423,2166.84,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR7.gif,D:\Base de Donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR7\ZII GI R7.jpg
1,1,8@b,I,I,8 ?,8beta,ZI.GI.R 8 ?,GS,A,40,30,0,EO,Roche de la petite face aux réticulés,,,,Me,1010610.081,1908522.24,2110.93,4,D:\Base de donnees\Images\Images Faces\ZI\ZIGI\ZIGIR8@b.gif,D:\Base de donnees\Images\Photos Roches\ZI\ZIGI\ZIGIR8@b\ZIGIR8@b.jpg
1,1,1@d,I,I,1 ?,1delta,ZI.GI.R 1 ?,G,D,0,0,0,NOSE,Roche du réticulé près de la mare,,,,Me,1011029.672,1908482.434,2058.02,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR1@d.jpg,D:\Base de donnees\Images\Photos Roches\ZI\ZIGI\ZIGIR1@d\ZIGIR1@d.jpg
1,1,2@a,I,I,2 ?,2alpha,ZI.GI.R 2 ?,GS,None,0,0,0,,Roche de l'anthropomorphe dans la gouttière,,,,Me,1010802.207,1908552.842,2073.56,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR2@a-Fa.jpg,D:\Base de Donnees\Images\SS_Image.bmp
2,1,12@p,II,I,12 ?,12pi,ZII.GI.R 12 ?,G,None,15,90,0,EO,Roche aux plages sur les décrochement,,,,Me,1009627.322,1908404.209,2172.94,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR12@p.gif,D:\Base de donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR12@p\ZIIGIR12@p.jpg
10,2,1,X,II,1,1,ZX.GII.R 1,S,A,0,0,0,,Roche de la figure à franges et des poignards,,,,Me,1009479.952,1909414.24,2357.92,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR1.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR1\P7230012.JPG
4,1,20@a,IV,I,20 ?,20alpha,ZIV.GI.R 20 ?,GS,None,180,130,0,,Roche du corniforme enterré,,,,Me,1008938.759,1909008.898,2360.7,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGI\ZIVGIR20@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,1,22@e,IV,I,22 ?,22epsilon,ZIV.GI.R 22 ?,S,None,234,204,0,NESO,Roche de la plage au-dessus du trou,,,,Me,1008910.949,1909156.723,2391.49,2,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGI\ZIVGIR22@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,3,20@c,IV,III,20 ?,20gamma,ZIV.GIII.R 20 ?,S,A,0,0,0,EO,Roche du corniforme sur la petite face,,,,Me,1008428.042,1909504.337,2518.34,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR20@c.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR20@c\ZIVGIIIR20@c.JPG
4,3,23@h,IV,III,23 ?,23theta,ZIV.GIII.R 23 ?,S,A,430,162,0,,,,,,Me,1008429.439,1909276.401,2465.51,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR23@h.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR23@h\ZIVGIIIR23@h.JPG
2,1,3,II,I,3,3,ZII.GI.R 3,G,A,0,0,0,,Roche des réticulés à franges du lac Fourca,,,,Me,1009824.879,1908290.663,2165.18,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR3-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR3\XII page 17-01g.jpg
10,2,6C,X,II,6C,6C,ZX.GII.R 6C,S,D,0,0,0,,Ukraine,,,,Me,1009239.144,1909684.388,2375.8,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR6C-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR6C\P7070075.JPG
1,1,2@b,I,I,2 ?,2beta,ZI.GI.R 2 ?,G,D,0,0,0,NS,Roches des deux gouttières,,,,Me,1010787.232,1908538.782,2077.6,4,"D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR2@b-Fa,b.jpg",D:\Base de Donnees\Images\SS_Image.bmp
2,1,11@a,II,I,11 ?,11alpha,ZII.GI.R 11 ?,GS,P,0,0,0,NESO,Roche aux deux fourches,,,,Me,1009592.469,1908341.035,2193.87,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR11@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
1,1,3@a,I,I,3 ?,3alpha,ZI.GI.R 3 ?,GS,D,0,0,0,EO,Roche à l'épaulement,,,,Me,1010737.096,1908565.664,2091.59,4,D:\Base de Donnees\Images\Images Faces\ZI\ZIGI\ZIGIR3@a-Fa.jpg,D:\Base de Donnees\Images\SS_Image.bmp
2,1,12@c,II,I,12 ?,12gamma,ZII.GI.R 12 ?,GS,None,0,0,0,EO,Roche couverte de quartz,,,,Me,1009613.284,1908390.329,2162.66,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR12@c.gif,D:\Base de donnees\Images\Photos Roches\ZII\ZIIGI\ZIIGIR12@c\ZIIGIR12@c.jpg
10,2,8,X,II,8,8,ZX.GII.R 8,S,B,90,155,45,,,,,,Me,1009250.82,1909736.857,2384.04,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR8\P7230075.JPG
10,2,8@b,X,II,8 ?,8beta,ZX.GII.R 8 ?,S,B,510,350,0,EO,,,,,Me,1009219.965,1909769.689,2355.15,4,"D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8@b-Fa,b.gif",D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR8@b\P7230091.JPG
10,2,9,X,II,9,9,ZX.GII.R 9,S,P,0,0,0,,,,,,Me,1009254.106,1909723.414,2388.38,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR9.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR9\P7230065.JPG
10,1,1A,X,I,1A,1A,ZX.GI.R 1A,GS,A,0,0,0,,,,,,Me,1009453.363,1909262.335,2310,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1A\P7060255.JPG
4,1,24@b,IV,I,24 ?,24beta,ZIV.GI.R 24 ?,S,None,90,70,15,NESO,Roche jaune au corniforme vert,,,,Me,1008849.406,1909095.093,2401.02,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGI\ZIVGIR24@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
2,1,14,II,I,14,14,ZII.GI.R 14,GS,None,70,50,0,NOSE,Roche aux deux filons de quartz,,,,Me,1009476.105,1908419.781,2178.02,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGI\ZIIGIR14.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,1,24@d,IV,I,24 ?,24delta,ZIV.GI.R 24 ?,S,D,0,0,0,NESO,Roche du corniforme près des gravillons,,,,Me,1008827.679,1909186.602,2426.39,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGI\ZIVGIR24@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
4,3,1@c,IV,III,1 ?,1gamma,ZIV.GIII.R 1 ?,G,PB,87,50,0,,Roche aux deux plages,,,,Me,1008592.444,1908913.436,2352.72,2,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR1@c.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR1@c\ZIVGIIIR1@c.JPG
4,3,1@i,IV,III,1 ?,1iota,ZIV.GIII.R 1 ?,G,None,580,390,170,EO,Roche au bord de l'ancien lac de l'Arpette,,,pas de photo D.G.,Me,1008529.964,1908873.504,2347.54,9,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR1@i.gif,D:\Base de Donnees\Images\SS_Image.bmp
3,1,4@b,III,I,4 ?,4beta,ZIII.GI.R 4 ?,SG,B,,,,None,,,,,Me,1009246.811,1908432.12,2179.07,4,D:\Base de Donnees\Images\Images Faces\ZIII\ZIIIGI\ZIIIGIR4@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,6A,X,II,6A,6A,ZX.GII.R 6A,S,A,,,,None,,,,,Me,1009246.494,1909673.48,2377.14,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR6A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR6A\P7070074.JPG
15,1,1@a,XV,I,1 ?,1alpha,ZXV.GI.R 1 ?,S,A,,,,None,,,,,Fo,1012317.173,1913029.06,1995.73,1,D:\Base de Donnees\Images\Images Faces\ZXV\ZXVGI\ZXVGIVR1@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,6D,X,II,6D,6D,ZX.GII.R 6D,S,A,,,,None,,,,,Me,1009243.397,1909662.813,2373.08,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR6D.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR6D\P7070076.JPG
10,2,6E,X,II,6E,6E,ZX.GII.R 6E,S,A,,,,None,,,,,Me,1009240.778,1909663.001,2371.69,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR6E.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR6E\P7070077.JPG
10,2,6@a,X,II,6 ?,6alpha,ZX.GII.R 6 ?,S,None,,,,None,,,,,Me,1009247.592,1909673.062,2377.57,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR6@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,1,1@a,X,I,1 ?,1alpha,ZX.GI.R 1 ?,S,B,,,,None,,,,,Me,1009422.271,1909349.291,2321.95,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@a.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1@a\P7060267.JPG
10,2,1@a,X,II,1 ?,1alpha,ZX.GII.R 1 ?,S,None,,,,None,,,,,Me,1009482.545,1909396.133,2346.7,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR1@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,1,1@c,X,I,1 ?,1gamma,ZX.GI.R 1 ?,G,A,,,,None,,,,,Me,1009438.927,1909329.973,2311.58,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@c.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1@c\P7060266.JPG
10,1,1@d,X,I,1 ?,1delta,ZX.GI.R 1 ?,G,A,,,,None,,,,,Me,1009450.832,1909368.328,2320,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@d.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1@d\P7060269.JPG
10,1,1@e,X,I,1 ?,1epsilon,ZX.GI.R 1 ?,G,None,,,,None,,,,,Me,1009455.582,1909366.985,2320,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,1@b,X,II,1 ?,1beta,ZX.GII.R 1 ?,G,None,,,,None,,,,,Me,1009460.057,1909417.193,2360.92,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR1@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,1@c,X,II,1 ?,1gamma,ZX.GII.R 1 ?,G,None,,,,None,,,,,Me,1009428.757,1909430.526,2362.16,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR1@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,1,1@g,X,I,1 ?,1eta,ZX.GI.R 1 ?,G,A,,,,None,,,,,Me,1009418.265,1909347.88,2323.27,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@g.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1@g\P7060268.JPG
10,1,1@b,X,I,1 ?,1beta,ZX.GI.R 1 ?,G,A,,,,None,,,,,Me,1009456.279,1909333.96,2313.63,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGI\ZXGIR1@b.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGI\ZXGIR1@b\P7060265.JPG
10,2,2A,X,II,2A,2A,ZX.GII.R 2A,S,B,,,,None,,,,,Me,1009299.896,1909507.321,2364.81,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR2A.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR2A\P7210201.JPG
10,2,2B,X,II,2B,2B,ZX.GII.R 2B,S,A,,,,None,,,,,Me,1009299.765,1909533.289,2371.1,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR2B.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR2B\P7210196.JPG
10,2,7A,X,II,7A,7A,ZX.GII.R 7A,S,A,,,,None,,,,,Me,1009248.372,1909722.698,2383.7,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR7A.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR7A\P7230076.JPG
10,2,7B,X,II,7B,7B,ZX.GII.R 7B,S,A,,,,None,,,,,Me,1009246.519,1909727.35,2382.51,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR7B.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR7B\P7230076.JPG
10,2,8@a,X,II,8 ?,8alpha,ZX.GII.R 8 ?,S,None,,,,None,,,,,Me,1009242.36,1909770.822,2368.05,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8@a.gif,D:\Base de donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR8@a\P8010009.JPG
10,2,8@c,X,II,8 ?,8gamma,ZX.GII.R 8 ?,S,A,,,,None,,,,,Me,1009236.724,1909778.502,2362.74,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8@c.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR8@c\P7230087.JPG
10,2,8@d,X,II,8 ?,8delta,ZX.GII.R 8 ?,S,A,,,,None,,,,,Me,1009233.084,1909784.17,2360.38,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8@d-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR8@d\P7230088.JPG
10,2,8@e,X,II,8 ?,8epsilon,ZX.GII.R 8 ?,S,None,,,,None,,,,,Me,1009236.141,1909772.439,2365.32,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR8@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,2C,X,II,2C,2C,ZX.GII.R 2C,S,A,,,,None,,,,,Me,1009285.711,1909510.919,2361.1,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR2C.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR2C\P7210205.JPG
10,2,2@a,X,II,2 ?,2alpha,ZX.GII.R 2 ?,S,B,,,,None,,,,,Me,1009304.516,1909499.823,2363.98,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR2@a.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR2@a\P7210204.JPG
10,2,3A,X,II,3A,3A,ZX.GII.R 3A,S,A,,,,None,,,,,Me,1009270.246,1909551.643,2363.97,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR3A.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR3A\P7210186.JPG
10,2,3B,X,II,3B,3B,ZX.GII.R 3B,S,None,,,,None,,,,,Me,1009266.024,1909558.725,2363.16,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR3B.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4A,X,II,4A,4A,ZX.GII.R 4A,S,A,,,,None,,,,,Me,1009258.095,1909578.52,2365.16,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4A.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4A\P7070086.JPG
10,2,4B,X,II,4B,4B,ZX.GII.R 4B,S,A,,,,None,,,,,Me,1009261.865,1909605.023,2376.69,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4B.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4B\P7070063.JPG
10,2,4C,X,II,4C,4C,ZX.GII.R 4C,S,A,,,,None,,,,,Me,1009272.266,1909591.532,2377.08,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4C.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4C\P7210185.JPG
10,2,4D,X,II,4D,4D,ZX.GII.R 4D,S,A,,,,None,,,,,Me,1009277.39,1909593.163,2377.87,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4D.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4D\P7210184.JPG
10,2,11,X,II,11,11,ZX.GII.R 11,S,A,0,0,0,,,,,,Me,1009152.187,1909740.385,2326.5,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR11\P7070039.JPG
10,2,10B,X,II,10B,10B,ZX.GII.R 10B,S,A,,,,None,,,,,Me,1009187.624,1909720.67,2345.41,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR10B.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR10B\P7070047.JPG
2,2,1@a,II,II,1 ?,1alpha,ZII.GII.R 1 ?,GS,None,100,50,0,NS,Roche aux trous cerclés de blanc,,,,Me,1009399.793,1908036.706,2262.86,4,D:\Base de Donnees\Images\Images Faces\ZII\ZIIGII\ZIIGIIR1@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,10C,X,II,10C,10C,ZX.GII.R 10C,S,None,,,,None,,,,,Me,1009193.162,1909747.643,2346.25,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR10C.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,10@a,X,II,10 ?,10alpha,ZX.GII.R 10 ?,S,None,,,,None,,,,,Me,1009193.848,1909693.139,2344.05,1,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR10@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@b,X,II,4 ?,4beta,ZX.GII.R 4 ?,S,A,,,,None,,,,,Me,1009231.28,1909600.479,2355.21,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@b.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4@b\P7210182.JPG
10,2,4@a,X,II,4 ?,4alpha,ZX.GII.R 4 ?,S,A,,,,None,,,,,Me,1009251.409,1909605.174,2367.68,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@a.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4@a\P7210183.JPG
4,1,24@e,IV,I,24 ?,24epsilon,ZIV.GI.R 24 ?,S,D,0,0,0,NS,Roche du corniforme près du ruban d'herbe,,,,Me,1008829.586,1909189.23,2425.1,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGI\ZIVGIR24@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,11@a,X,II,11 ?,11alpha,ZX.GII.R 11 ?,S,A,,,,None,,,,,Me,1009157.081,1909731.846,2325.28,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@a.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR11@a\P7070043.JPG
10,2,11@b,X,II,11 ?,11beta,ZX.GII.R 11 ?,S,A,,,,None,,,,,Me,1009157.627,1909728.623,2324.1,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@b.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR11@b\P7070044.JPG
10,2,11@c1,X,II,11 ?1,11gamma,ZX.GII.R 11 ?1,S,None,,,,None,,,,,Me,1009164.183,1909717.447,2324.64,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@c1.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@c,X,II,4 ?,4gamma,ZX.GII.R 4 ?,S,A,,,,None,,,,,Me,1009212.486,1909606.198,2342.09,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@c.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4@c\P7210181.JPG
10,2,11@c2,X,II,11 ?2,11gamma,ZX.GII.R 11 ?2,S,None,,,,None,,,,,Me,1009165.293,1909715.88,2325.39,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@c2.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,11@d,X,II,11 ?,11delta,ZX.GII.R 11 ?,S,None,,,,None,,,,,Me,1009163.721,1909687.362,2324.47,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@d-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,11@e,X,II,11 ?,11epsilon,ZX.GII.R 11 ?,S,None,,,,None,,,,,Me,1009166.996,1909676.548,2327.14,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR11@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@d,X,II,4 ?,4delta,ZX.GII.R 4 ?,S,A,,,,None,,,,,Me,1009199.753,1909607.826,2333.28,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@d-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR4@d\P7210180.JPG
10,2,4@e,X,II,4 ?,4epsilon,ZX.GII.R 4 ?,S,None,,,,None,,,,,Me,1009214.907,1909582.812,2343,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@g,X,II,4 ?,4eta,ZX.GII.R 4 ?,S,None,,,,None,,,,,Me,1009274.27,1909606.777,2379.98,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@g.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@l,X,II,4 ?,4mu,ZX.GII.R 4 ?,S,None,,,,None,,,,,Me,1009225.808,1909570.789,2349.88,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@l.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,4@h,X,II,4 ?,4theta,ZX.GII.R 4 ?,S,None,,,,None,,,,,Me,1009242.841,1909538.306,2360.06,2,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR4@h.gif,D:\Base de Donnees\Images\SS_Image.bmp
10,2,13A,X,II,13A,13A,ZX.GII.R 13A,S,A,2400,900,0,EO,Roche du sacrifice,,,,Me,1009145.895,1909735.679,2319.32,4,"D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR13A-Fa,c.gif",D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR13A\P7070042.JPG
10,2,5@a,X,II,5 ?,5alpha,ZX.GII.R 5 ?,S,B,,,,None,,,,,Me,1009251.697,1909646.422,2376.07,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR5@a.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR5@a\P7070069.JPG
4,3,23@g,IV,III,23 ?,23eta,ZIV.GIII.R 23 ?,SG,A,0,0,0,,,,,,Me,1008444.161,1909299.354,2468.4,4,D:\Base de Donnees\Images\Images Faces\ZIV\ZIVGIII\ZIVGIIIR23@g.gif,D:\Base de Donnees\Images\Photos Roches\ZIV\ZIVGIII\ZIVGIIIR23@g\ZIVGIIIR23@g.JPG
10,2,12,X,II,12,12,ZX.GII.R 12,S,A,,,,None,,,,,Me,1009166.495,1909732.746,2332.05,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR12.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR12\P7070045.JPG
10,2,5,X,II,5,5,ZX.GII.R 5,S,A,0,0,0,NESO,,,,,Me,1009263.73,1909631.915,2376.7,4,D:\Base de Donnees\Images\Images Faces\ZX\ZXGII\ZXGIIR5.gif,D:\Base de Donnees\Images\Photos Roches\ZX\ZXGII\ZXGIIR5\P7070064.JPG
